url,title,business title,ic,email,phone,address,description
,,Vlastimil Vittek,12706469,vittek.v@tiscali.cz,+420 608253850,"Oslavická 1972/68, 594 01  Velké Meziříčí","Specializujeme se na prodej kvalitní elektroniky, poradenství a montáže, audio video techniky, domácí kina, receivery, reproduktory, CD, DVD a Blu ray přehrávače. Dále satelitní a pozemní vysílání a techniky, elektronické zabezpečovací systémy a výpočetní techniky. Nabízíme montáže a servis."
https://www.happy-electronics.eu,,"Happy Electronics, s.r.o.",27513807,kolman@happy-electronics.eu,+420 603413556,"Beranových 130, 199 00  Praha, Letňany",Specializuji se na prodej a výrobu psychowalkmanů a na vývoj aplikací pro využití dat z oxymetru. Na trh jsme přinesli mezinárodní projekt StressLocator. Naším cílem je naše aplikace neustále zdokonalovat. Kromě AVS přístrojů a biofeedbacku prodáváme i relaxační hudbu a jazykové komplety.
https://www.elektronikaslama.cz,Elektronika Sláma,Emanuel Sláma,13852914,slama@elektronikaslama.cz,+420 603437219,"Litohlavy 164, 337 01","S prodejem elektroniky jsme začali v roce 1970. Od té doby se zaměřujeme především na zřizování radiových sítí včetně servisu pro hasiče, zdravotníky, silničáře, dopravní a stavební firmy."
,,KLEMBER TRADE,29287880,,+420 800725725,"U vodárny 3032/2a, 616 00  Brno, Královo Pole","Prodej elektronických knih a tabletů značky WEXLER s podporou textových, grafický a hudebních formátů jako jsou například TXT, PDF, JPEG, MP a další. Zboží je vybaveno paměťovou kartou, USB, sluchátky, operačním systémem, vestavěným reproduktorem, ochranou před přehřátím a nabíječkou."
http://www.solight.cz,"Servisní středisko Solight Holding, s.r.o.",Solight Holding,28320573,servis@solight.cz,+420 491512080,"Plumlovská 481/200, 796 04  Prostějov, Čechovice","Specializujeme se na dovoz zboží a jeho následnou distribuci v sítích obchodních řetězců a velkoobchodů i maloobchodů. Exkluzivita pro značky Bandridge, Brondi, Case Logic, Clingo, Dyson, JCB baterie, Fujitsu baterie, Profigold, Skross, Solight, Thule."
http://www.elektron-do.cz,,TV plus ELEKTRON,49194691,elektron.do@iol.cz,+420 379725546,"Benešova 639, 344 01  Domažlice, Týnské Předměstí","Prodej spotřební elektroniky a domácích spotřebičů, elektronických cigaret a příslušenství. Prodej a aktivace SKYLINK."
,,Hošek a synové,25931067,,+420 605738169,"Krále Jana 1713, 583 01  Chotěboř","Zajišťujeme prodej a servis domácích elektrospotřebičů. Nabízíme bílé a černé zboží, drobné kuchyňské spotřebiče, vysavače, satelitní komplety, antény, setop-boxy, instalační materiál (kabely, prodlužovací šňůry, rozdvojky, žárovky) a baterie."
https://www.facebook.com/Vserozbaleno,Vše rozbaleno,Markéta Szabóová,7109806,vserozbaleno@seznam.cz,+420 725284997,"Komenského 539, 517 41  Kostelec nad Orlicí","Nabídka mobilních telefonů, kuchyňských potřeba a mnoho dalšího. Jedná se o zboží s poškozeným obalem. Záruka 2 roky."
,,365shop,4103530,,+420 608529674,"Kaprova 42/14, 110 00  Praha, Staré Město",Prodej elektroniky.
http://www.heda-elektronika.webnode.cz,,HEDA - ELEKTRONIKA,26930331,hedaelektronika@email.cz,+420 548534165,"Charbulova 263/36, 618 00  Brno, Černovice","Jsme servis spotřební elektroniky. Provádíme opravy LCD, LED, televizorů, audio-video a satelitních přístrojů. Instalujeme anténní a satelitní techniku. Provádíme montáže televizorů na zeď, zapojujeme domácí kina a DVD přehrávače.
Drobný prodej elektro."
http://www.serd.cz,SYSTEM-COMMERCE,SYSTEM-COMMERCE,25822969,info@serd.cz,+420 606811325,"Mírová 716/12, 746 01  Opava, Předměstí","Prodáváme obchodní a restaurační registrační pokladny, pokladní systémy, softwary SERD. Instalace, servis, školení na celém území ČR. Vývoj softwarů pokladen, aplikačních a řídících softwarů pro ČR a EU. Možnost vývoje softwarů na míru. Elektronická evidence tržeb, evidence tržeb, EET."
https://www.mironet.cz,Mironet Uherské Hradiště,Zbyněk Kalinec,955892,uherske.hradiste@mironet.cz,+420 737887447,"Dvořákova 1210, 686 01  Uherské Hradiště","Prodej výpočetní techniky, mobilních telefonů, notebooků, počítačů a další elektroniky."
,,Ivan Běl,45336474,,+420 377930329,"Tovární 1058, 330 23  Nýřany",Servis a prodej spotřební elektroniky. Provádění instalaci satelitních a TV antén.
https://carheating.eu,Car Heating,Jan Ferda,9241043,admin@carheating.eu,+420 605729957,"Svatoslav 85, 675 07",Výroba a prodej stavebnice Car Heating. Toto zařízení vám umožní ovládat přihřívač motoru nebo nezávislého topení od firmy Webasto pomocí mobilního telefonu.
https://www.elektroplus.cz,Elektroplus.cz,ELEKTRO EURO plus,25818244,info@elektroplus.cz,+420 777223234,"Holická 574, 779 00  Olomouc, Hodolany","Prodej LED televizorů, LCD televizorů a plazmových televizorů. Nabídka kuchyňských spotřebičů, kávovarů, tabletů, notebooků i dotykových mobilních telefonů z oblasti malých elektrospotřebičů a IT techniky. Sortiment zahrnuje výběr chladniček, praček či myček. Možnost prodeje on-line."
http://www.pc-games.cz,PC Games Group s.r.o.,PC Games Group,7114591,pcgames@centrum.cz,+420 777450050,"Varhánkova 1240, 588 13  Polná","Nové počítače a příslušenství, moblní telefony, spotřební materiál pro tisk, baterie, adaptéry, kabely, kamerové systémy, sítě, záchrana dat, odvirování. Opravy veškeré elektroniky. Velkoobchodní prodej spotřebičů. EET pokladní systémy. Výdejní misto DPD."
http://www.bozer.cz,BOZER.cz,BOSLER s.r.o.,7106629,,+420 735173888,"Nádražní 159/21, 370 01  České Budějovice 6","Jsme výhradní a certifikovaný online prodejce a specialista značky BOSE. Nabízíme dopravu zdarma a možnost financování u většiny nabízených produktů. Zaměřujeme na řešení na míru, kdy pomocí audiotechniky BosePro pomáháme u specifických projektů s výběrem a instalací profesionálního ozvučení."
http://www.tipa.eu,Elektro TIPA.EU,TIPA,42864208,info@tipa.eu,+420 553624404,"Sadová 2749/42, 746 01  Opava, Předměstí","Maloobchodní a velkoobchodní prodej nářadí, ozvučovací, pájecí, satelitní, anténní a zahradní techniky, LED osvětlení, fotopastí, elektrospotřebičů, reproduktor, zdrojů, měničů, baterií a akumulátorů, mechanického i elektrického nářadí."
http://www.czc.cz,CZC.cz,CZC.cz,25655701,velkemezirici@czc.cz,+420 313110000,"Náměstí 21/23, 594 01  Velké Meziříčí","Specializovaný obchod s výpočetní technikou, počítači a elektronikou. K dispozici je on-line stav zboží skladem, informace o produktech, recenze, novinky, technická podpora. Nabízíme notebooky, tablety, stolní počítače, software, televize, audio-video techniku a příslušenství. Možnost parkování."
